id,title,genres,average_rating,total_rate,view_cnt,poster_url,summary_id
2523,"Rollercoaster (1977)",Drama|Thriller,2.188,32,0,https://m.media-amazon.com/images/M/MV5BODJiOGU4OWYtYTM1ZS00Y2ExLTkwZDMtOWFkYjk3NTViOTY1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,2523
2524,"Towering Inferno, The (1974)",Action|Drama,2.99,208,0,https://m.media-amazon.com/images/M/MV5BMjA1N2JlMjItMTExZC00NTIxLWE2YTYtY2ZkM2M5OWM3M2YyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,2524
2525,"Alligator (1980)",Action|Horror|Sci-Fi,2.177,124,0,https://m.media-amazon.com/images/M/MV5BMTUyMWQ0N2ItMDAzOS00OGNlLTgxNDctZTczMzU1YzljNDlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2525
2526,"Meteor (1979)",Sci-Fi,2.45,80,0,https://m.media-amazon.com/images/M/MV5BMTYwMzQxMTUzNV5BMl5BanBnXkFtZTcwMTQ4NzUwMg@@._V1_SX300.jpg,2526
2527,"Westworld (1973)",Action|Sci-Fi|Thriller|Western,3.379,486,0,https://m.media-amazon.com/images/M/MV5BNThjM2Y3MDUtYTIyNC00ZDliLWJlMmItNWY1N2E5NjhmMGM4XkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_SX300.jpg,2527
2528,"Logan's Run (1976)",Action|Adventure|Sci-Fi,3.417,494,0,https://m.media-amazon.com/images/M/MV5BMTEwNzUxMjMtOWIzOS00OTQ0LTk0MmQtMTIzYzJmNTVhYTI2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2528
2529,"Planet of the Apes (1968)",Action|Sci-Fi,3.814,872,0,https://m.media-amazon.com/images/M/MV5BYzE3ZmNlZTctMDdmNy00MjMzLWFmZmYtN2M5N2YyYTQ1ZDJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2529
2530,"Beneath the Planet of the Apes (1970)",Action|Sci-Fi,3.023,260,0,https://m.media-amazon.com/images/M/MV5BMjljYjY0MDktZjdlNC00ZTAxLTkzM2ItM2JjZjQ3YzQ0NzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,2530
2531,"Battle for the Planet of the Apes (1973)",Action|Sci-Fi,2.889,216,0,https://m.media-amazon.com/images/M/MV5BNWRlYjU3ODYtNzAzZS00YWE5LTkxZTEtYjM1YzIwZTlhMWQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2531
2532,"Conquest of the Planet of the Apes (1972)",Action|Sci-Fi,2.935,248,0,https://m.media-amazon.com/images/M/MV5BNzliNDU3OWYtODg2Zi00OGI3LWExOTgtOTk2NGM2NGY2Y2M0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,2532
2533,"Escape from the Planet of the Apes (1971)",Action|Sci-Fi,3.149,322,0,https://m.media-amazon.com/images/M/MV5BNWE5NTQ4ZDQtNjUyMC00NjA3LTk1NTctNmRkYTUyMTFmYTI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2533
2534,"Avalanche (1978)",Action,2.5,16,0,https://m.media-amazon.com/images/M/MV5BMTQzMzMwNDExMV5BMl5BanBnXkFtZTcwMzE5MjU3OQ@@._V1_SX300.jpg,
2535,"Earthquake (1974)",Action,2.756,90,0,https://m.media-amazon.com/images/M/MV5BN2MzYTFiOTUtNTE3Mi00MTlkLWJmMjctZWU3N2Y5OGMwY2JhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2535
2536,"Concorde: Airport '79, The (1979)",Drama,2.077,26,0,https://m.media-amazon.com/images/M/MV5BMDg5YjM0NGEtY2MzNy00ZjBjLWFjYjQtZDM0N2I3OGE0MmFiXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,2536
2537,"Beyond the Poseidon Adventure (1979)",Adventure,2.0,28,0,https://m.media-amazon.com/images/M/MV5BY2I4NjVhOTYtOWMyYS00NWMwLTkwZWItYTEzYWUwNWU4ZmJkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,2537
2538,"Dancemaker (1998)",Documentary,3.5,8,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5ODU1ODQ3OV5BMl5BanBnXkFtZTcwMTYwNzkxMQ@@._V1_SX300.jpg,2538
2539,"Analyze This (1999)",Comedy,3.416,476,0,https://m.media-amazon.com/images/M/MV5BNTIzNjQ5OTMtM2U2NS00YTNkLWIzMmYtOTcyOTA5MDU0YTdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2539
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,3.083,120,0,https://m.media-amazon.com/images/M/MV5BN2RmNmM4ZmYtZWQ5OS00OTkyLWI3NWMtNDJmYjA5YWFkNWMxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2540
2541,"Cruel Intentions (1999)",Drama,3.203,502,0,https://m.media-amazon.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@._V1_SX300.jpg,2541
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,3.774,504,0,https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,2542
2543,"Six Ways to Sunday (1997)",Comedy,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTI5NzMxMjQ0NF5BMl5BanBnXkFtZTcwNTA1MzAyMQ@@._V1_SX300.jpg,2543
2544,"School of Flesh, The (L' Ã¯Â¿Â½cole de la chair) (1998)",Drama,2.875,16,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNjkyNzkyMV5BMl5BanBnXkFtZTYwMjY0MDM5._V1_SX300.jpg,2544
2545,"Relax... It's Just Sex (1998)",Comedy,2.714,14,0,https://m.media-amazon.com/images/M/MV5BMjE3NTk5OTAwNF5BMl5BanBnXkFtZTcwNDE3OTYyMQ@@._V1_SX300.jpg,2545
2546,"Deep End of the Ocean, The (1999)",Drama,2.927,164,0,https://m.media-amazon.com/images/M/MV5BOTYzYTQ0MDUtN2QwYy00ZDFmLWFlYWMtNDhlOTJhZWE4ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2546
2547,"Harvest (1998)",Drama,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTcwNzk2MjQyNl5BMl5BanBnXkFtZTcwMjA0MjEzMQ@@._V1_SX300.jpg,2547
2548,"Rage: Carrie 2, The (1999)",Horror,2.212,104,0,https://m.media-amazon.com/images/M/MV5BMTMwNzMwNjUyNV5BMl5BanBnXkFtZTcwMzk3MTE3NA@@._V1_SX300.jpg,2548
2549,"Wing Commander (1999)",Action|Sci-Fi,2.077,156,0,https://m.media-amazon.com/images/M/MV5BMTc1MDI1MDMyN15BMl5BanBnXkFtZTcwMzgzMTIyMQ@@._V1_SX300.jpg,2549
2550,"Haunting, The (1963)",Horror|Thriller,3.397,126,0,https://m.media-amazon.com/images/M/MV5BMTU4NzA4MDEwNF5BMl5BanBnXkFtZTgwMTQxODYzNjM@._V1_SX300.jpg,2550
2551,"Dead Ringers (1988)",Drama|Thriller,3.161,124,0,https://m.media-amazon.com/images/M/MV5BYTY4MTVhZGEtNGUyMS00Y2ZhLTlmN2EtMWI1YTYxMGYyN2I1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,2551
2552,"My Boyfriend's Back (1993)",Comedy,2.222,36,0,https://m.media-amazon.com/images/M/MV5BOWExMjI0ZDgtOGM1ZC00YjBmLWI0ZDEtNTAzN2RlZTVjMjIzXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,2552
2553,"Village of the Damned (1960)",Horror|Sci-Fi|Thriller,3.346,162,0,https://m.media-amazon.com/images/M/MV5BNTY5MzEwMjctMmQ1MS00YThmLWJhMjQtYzMxOWZlNTEyNGM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2553
2554,"Children of the Damned (1963)",Horror|Sci-Fi|Thriller,3.149,94,0,https://m.media-amazon.com/images/M/MV5BZmRjNTRjZWItYWU5MS00YzZkLTk4MjQtMTI2ZjQxZDA2NjBmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,2554
2555,"Baby Geniuses (1999)",Comedy,1.549,142,0,https://m.media-amazon.com/images/M/MV5BNjY4NjM3MjQ2OF5BMl5BanBnXkFtZTcwOTc3NzYyMQ@@._V1_SX300.jpg,2555
2556,"Telling You (1998)",Comedy|Drama|Romance,3.0,2,0,https://m.media-amazon.com/images/M/MV5BNDM4OTY0NTAyMF5BMl5BanBnXkFtZTcwNTcxMDQyMQ@@._V1_SX300.jpg,
2557,"I Stand Alone (Seul contre tous) (1998)",Drama,4.5,4,0,https://m.media-amazon.com/images/M/MV5BZTdmZjIzYmYtZWIzZC00NWZmLThmNGUtMzdhMGQzNjkzZGUxXkEyXkFqcGdeQXVyMjQ1MjYzOTQ@._V1_SX300.jpg,2557
2558,"Forces of Nature (1999)",Comedy|Romance,2.789,180,0,https://m.media-amazon.com/images/M/MV5BNWI5OWE0MWQtNjliMi00MjE4LTg5ODAtOTM0YjA2OWVlYzgwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,2558
2559,"King and I, The (1999)","Animation|Children's",2.833,24,0,https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,
2560,"Ravenous (1999)",Drama|Horror,3.131,168,0,https://m.media-amazon.com/images/M/MV5BY2JjMDJjMWMtMTI0OC00MzUxLWEwNTktZmRlY2M2YTYwNTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2560
2561,"True Crime (1999)",Crime|Thriller,2.938,96,0,https://m.media-amazon.com/images/M/MV5BNjgwMjkxNzY4OV5BMl5BanBnXkFtZTcwNzIyNTY1Mw@@._V1_SX300.jpg,2561
2562,"Bandits (1997)",Drama,4.333,6,0,https://m.media-amazon.com/images/M/MV5BMTkyMzA3OTI3NV5BMl5BanBnXkFtZTYwMjU0ODM3._V1_SX300.jpg,2562
2563,"Beauty (1998)",Drama,3.0,2,0,https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2563
2564,"Empty Mirror, The (1999)",Drama,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzg3Mzg2OF5BMl5BanBnXkFtZTcwNjAyNTkxMQ@@._V1_SX300.jpg,2564
2565,"King and I, The (1956)",Musical,3.966,298,0,https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,2565
2566,"Doug's 1st Movie (1999)","Animation|Children's",2.429,28,0,https://m.media-amazon.com/images/M/MV5BODk0ZGJmMDktZDA0Ny00ZDdlLWE1YjMtYjMxZmUwYjE2ZjQyXkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_SX300.jpg,2566
2567,"EDtv (1999)",Comedy,3.191,272,0,https://m.media-amazon.com/images/M/MV5BYjBhNjc1NjktZTg4OS00YmUyLWI4YjAtNGIxZGM4ZTdkNmZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2567
2568,"Mod Squad, The (1999)",Action|Crime,2.011,180,0,https://m.media-amazon.com/images/M/MV5BMTQyMzgyNTc5Ml5BMl5BanBnXkFtZTcwNzE0ODI1NA@@._V1_SX300.jpg,2568
2569,"Among Giants (1998)",Drama|Romance,3.0,4,0,https://m.media-amazon.com/images/M/MV5BMTQzMDgzNjM2MF5BMl5BanBnXkFtZTcwNTc1MzAzMQ@@._V1_SX300.jpg,2569
2570,"Walk on the Moon, A (1999)",Drama|Romance,3.378,90,0,https://m.media-amazon.com/images/M/MV5BZTVjZTFiYjctZWU4ZS00YTk2LWE5ZDItYTRkZDZkZjUzMTRkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,2570
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,4.304,2048,0,https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,2571
2572,"10 Things I Hate About You (1999)",Comedy|Romance,3.35,612,0,https://m.media-amazon.com/images/M/MV5BMmVhZjhlZDYtMDAwZi00MDcyLTgzOTItOWNiZjY0YmE0MGE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2572
2573,"Tango (1998)",Drama,3.364,44,0,https://m.media-amazon.com/images/M/MV5BZjQ4YThiZGYtOWY1MC00ZDE0LTgyNmItNTc0Y2U4N2I1YzEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2573
2574,"Out-of-Towners, The (1999)",Comedy,2.779,172,0,https://m.media-amazon.com/images/M/MV5BYjJhOWM3YzMtMzE4Ny00YWE4LWFjZGItYjZkYmRlYTVlMmE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2574
2575,"Dreamlife of Angels, The (La Vie rÃ¯Â¿Â½vÃ¯Â¿Â½e des anges) (1998)",Drama,3.966,116,0,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ3Njc2MTE2OV5BMl5BanBnXkFtZTYwNDAzMTk5._V1_SX300.jpg,2575
2576,"Love, etc. (1996)",Drama,1.5,4,0,https://m.media-amazon.com/images/M/MV5BMTQ1MTAxMjgxNV5BMl5BanBnXkFtZTcwODQ5NDEzMQ@@._V1_SX300.jpg,2576
2577,"Metroland (1997)",Comedy|Drama,3.214,28,0,https://m.media-amazon.com/images/M/MV5BYjkzZDBkYTUtMmVlZC00NzVjLThjMjItMGQ3ZDI5Njk2OGM3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2577
2578,"Sticky Fingers of Time, The (1997)",Sci-Fi,3.5,8,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDk1MDgzMF5BMl5BanBnXkFtZTcwNjg3MDMyMQ@@._V1_SX300.jpg,2578
2579,"Following (1998)",Drama,3.833,36,0,https://m.media-amazon.com/images/M/MV5BZjgzMDVlY2EtOTMxMC00ODAxLTk0MmQtYzdkMjNlNjY5NjJmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,2579
2580,"Go (1999)",Crime,3.822,596,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,2580
2581,"Never Been Kissed (1999)",Comedy|Romance,3.163,516,0,https://m.media-amazon.com/images/M/MV5BNjZmNTUzN2QtYzUxZi00M2YwLTgzNTgtZDkzYjg0YWVmNmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2581
2582,"Twin Dragons (Shuang long hui) (1992)",Action|Comedy,3.206,68,0,https://m.media-amazon.com/images/M/MV5BZmRkMWE3MDgtNzY1ZS00YjRhLTk4M2ItZTcyMTQ4NGJkODc1L2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,2582
2583,"Cookie's Fortune (1999)",Mystery,3.609,230,0,https://m.media-amazon.com/images/M/MV5BYmEwYTc2MTUtMGU0Yi00NDg0LWExZWQtODE1MTRiZjQyMWRlXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_SX300.jpg,2583
2584,"Foolish (1999)",Comedy,3.0,2,0,https://m.media-amazon.com/images/M/MV5BMjA4MDU0NTY4NV5BMl5BanBnXkFtZTcwODU3NDcyMQ@@._V1_SX300.jpg,2584
2585,"Lovers of the Arctic Circle, The (Los Amantes del CÃ¯Â¿Â½rculo Polar) (1998)",Drama|Romance,3.708,48,0,https://m.media-amazon.com/images/M/MV5BNWJhNjczZmMtYTA0OS00YzhlLWE1YTAtZGFkYjU1OGRiNTAyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,2585
2586,"Goodbye, Lover (1999)",Comedy|Crime|Thriller,3.0,18,0,https://m.media-amazon.com/images/M/MV5BNDgxMmQ4ZGMtNGE3Yi00ODc5LTk5NTYtM2M5OTRhNDllZmMyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,2586
2587,"Life (1999)",Comedy,3.167,84,0,https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2587
2588,"Clubland (1998)",Drama,0.0,0,0,https://m.media-amazon.com/images/M/MV5BNjUxMjM0MDM1N15BMl5BanBnXkFtZTcwODMzMTkzMQ@@._V1_SX300.jpg,
2589,"Friends & Lovers (1999)",Comedy|Drama|Romance,2.741,54,0,"https://m.media-amazon.com/images/M/MV5BMjEzMDExNzU3MF5BMl5BanBnXkFtZTcwNzM3NTc0MQ@@._V1._CR21,16,317,460_SY132_CR1,0,89,132_AL_.jpg",2589
2590,"Hideous Kinky (1998)",Drama,3.148,54,0,https://m.media-amazon.com/images/M/MV5BMTk1MDQ5NzI2M15BMl5BanBnXkFtZTcwNzE0MzEyMQ@@._V1_SX300.jpg,2590
2591,"Jeanne and the Perfect Guy (Jeanne et le garÃ¯Â¿Â½on formidable) (1998)",Comedy|Romance,3.0,2,0,https://m.media-amazon.com/images/M/MV5BMjg1N2RkMjctZjk3OS00ZjQ3LTgyZGMtM2M4ZjQ1NGNhNWUwXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,2591
2592,"Joyriders, The (1999)",Drama,3.0,2,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzNzY5NzkyNl5BMl5BanBnXkFtZTgwMzA1NDAyODE@._V1_SX300.jpg,2592
2593,"Monster, The (Il Mostro) (1994)",Comedy,3.438,32,0,https://m.media-amazon.com/images/M/MV5BOTk2OTFlYmQtYzVkNy00ZjM5LThkOGMtOTg0Y2JmZGYwOWY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2593
2594,"Open Your Eyes (Abre los ojos) (1997)",Drama|Romance|Sci-Fi,4.077,52,0,https://m.media-amazon.com/images/M/MV5BYjA2MTA1MjUtYmUyNy00NGZiLTk2NTAtMDk3N2M3YmMwOTc1XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,2594
2595,"Photographer (Fotoamator) (1998)",Documentary,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMjAyOTE3Nzg3Nl5BMl5BanBnXkFtZTcwMTg4NTAwMQ@@._V1_SX300.jpg,
2596,"SLC Punk! (1998)",Comedy|Drama,3.511,94,0,https://m.media-amazon.com/images/M/MV5BNzdkOGYyMTQtOTZlYS00NTEwLWEwY2MtMGM2MDZiNDY1ODQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2596
2597,"Lost & Found (1999)",Comedy|Romance,2.182,66,0,https://m.media-amazon.com/images/M/MV5BMjAyNzcwOTIyMl5BMl5BanBnXkFtZTcwMDQ3OTQxMQ@@._V1_SX300.jpg,2597
2598,"Pushing Tin (1999)",Comedy,3.03,402,0,https://m.media-amazon.com/images/M/MV5BZWNiMDdmNzUtOWE0MC00MjViLTkyOTctYTI0ZmUzOTU4ZTBiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,2598
2599,"Election (1999)",Comedy,3.926,1330,0,https://m.media-amazon.com/images/M/MV5BYjViYWQ4NjAtZmUzNy00Nzg5LWJkMzctMTgwOTRhNjdjYWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2599
2600,"eXistenZ (1999)",Action|Sci-Fi|Thriller,3.384,380,0,https://m.media-amazon.com/images/M/MV5BMmU1MTJkYWItMzM5Ny00NDgxLTgxOGEtNTkzNDdkZjkwNGI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,2600
2601,"Little Bit of Soul, A (1998)",Comedy,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxODU5MTI1MV5BMl5BanBnXkFtZTcwNjU2NzAwMQ@@._V1_SX300.jpg,2601
2602,"Mighty Peking Man (Hsing hsing wang) (1977)",Adventure|Sci-Fi,3.333,6,0,https://m.media-amazon.com/images/M/MV5BZWQ2OWNlM2UtMDk2Mi00NTZlLTgzZDEtZTNkYTA0OGQ5OGY5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,2602
2603,"NÃ¯Â¿Â½ (1998)",Drama,0.0,0,0,https://www.namdokorea.com/site/jeonnam/tour/images/noimage.gif,
2604,"Let it Come Down: The Life of Paul Bowles (1998)",Documentary,0.0,0,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1NTc1MDUwNF5BMl5BanBnXkFtZTcwMzgyNzgxMQ@@._V1_SX300.jpg,
2605,"Entrapment (1999)",Crime|Thriller,3.037,602,0,https://m.media-amazon.com/images/M/MV5BODgyMmE3YWQtNDE4Yy00ODExLThmNDUtYmM4ZTk2ZTVjNDEzL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,2605
2606,"Idle Hands (1999)",Comedy|Horror,2.655,226,0,https://m.media-amazon.com/images/M/MV5BMDVmMjM2MTEtYWU2MS00ZTYxLTk0ZjMtMTdmMzZjNDc3MTIwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,2606
2607,"Get Real (1998)",Drama,4.211,76,0,https://m.media-amazon.com/images/M/MV5BODU4ZDVkOTUtYzgwOC00N2ViLWFjNjMtZTI0MTM5ZjAwNjU2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,2607
2608,"Heaven (1998)",Thriller,2.5,4,0,https://m.media-amazon.com/images/M/MV5BMjE2MTIwNjg0MV5BMl5BanBnXkFtZTcwNjAxODIzMw@@._V1_SX300.jpg,2608
2609,"King of Masks, The (Bian Lian) (1996)",Drama,4.133,60,0,https://m.media-amazon.com/images/M/MV5BMTI2MDkxMDEzNl5BMl5BanBnXkFtZTcwMjg2NDUxMQ@@._V1_SX300.jpg,2609
2610,"Three Seasons (1999)",Drama,3.875,48,0,https://m.media-amazon.com/images/M/MV5BNmJlZGMzY2EtZGFiMS00Y2U3LWEwYWItYjg4ODM4ZGM0NmY5XkEyXkFqcGdeQXVyMzQ0NTgwMTQ@._V1_SX300.jpg,2610
2611,"Winslow Boy, The (1998)",Drama,3.778,126,0,https://m.media-amazon.com/images/M/MV5BMDhmNzEyOGMtZGIwYi00NjY4LWFhNGYtMGFmZGViYzFiYzQ0XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,2611
2612,"Mildred Pierce (1945)",Drama,4.019,104,0,https://m.media-amazon.com/images/M/MV5BNzljY2U2MDItYWE3Yi00OWE3LWEyMjQtMGNkZmJjNDE0NDJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,2612
2613,"Night of the Comet (1984)",Action|Horror|Sci-Fi,3.207,242,0,https://m.media-amazon.com/images/M/MV5BOTQzZDVkMTctYTdlZi00MTc2LWJhMTEtM2VmZjY1MzFiYjI5L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2613
2614,"Chopping Mall (a.k.a. Killbots) (1986)",Action|Horror|Sci-Fi,1.895,38,0,https://m.media-amazon.com/images/M/MV5BNjBkZTI0MjQtZmMzYi00ZTI0LTg0NzEtZGI0M2YxMGRmZWZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2614
2615,"My Science Project (1985)",Adventure|Sci-Fi,2.885,156,0,https://m.media-amazon.com/images/M/MV5BMmYxZWY5ZTEtNDBiNC00N2FiLWJhNzMtOTcxMDM0YWE4ZjVlXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,2615
2616,"Dick Tracy (1990)",Action|Crime,2.72,558,0,https://m.media-amazon.com/images/M/MV5BMzA5MDg5ZDAtOWE1YS00Nzg2LTk5NzUtMDY3ZDZlN2U2M2ZlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,2616
2617,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,3.356,838,0,https://m.media-amazon.com/images/M/MV5BOTJiYjBhZDgtMjhiOC00MTIzLThlNGMtMmI1NjIwM2M3YTI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2617
2618,"Castle, The (1997)",Comedy,3.875,32,0,https://m.media-amazon.com/images/M/MV5BNTg0NmI1ZGQtZTUxNC00NTgxLThjMDUtZmRlYmEzM2MwOWYwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,2618
2619,"Mascara (1999)",Drama,3.0,2,0,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUxYTM1MmItOTkxZS00NmExLWI2NWItNWQzYWRkNDM4N2I1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,2619
2620,"This Is My Father (1998)",Drama|Romance,3.812,32,0,https://m.media-amazon.com/images/M/MV5BNzEyNjQ3MDY0NV5BMl5BanBnXkFtZTcwODgxMDIyMQ@@._V1_SX300.jpg,2620
2621,"Xiu Xiu: The Sent-Down Girl (Tian yu) (1998)",Drama|Romance,3.828,58,0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NDk3MTQyNF5BMl5BanBnXkFtZTcwODIzNjgxMQ@@._V1_SX300.jpg,2621
2622,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,3.398,372,0,https://m.media-amazon.com/images/M/MV5BZjI5YzcxZmUtMWUzOC00MGJmLWFjODgtYTlhNTViNjFmYzE5XkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg,2622
2623,"Trippin' (1999)",Comedy,0.0,0,0,https://m.media-amazon.com/images/M/MV5BMTIwNTEzNDI3Ml5BMl5BanBnXkFtZTcwNjM4NjcyMQ@@._V1_SX300.jpg,2623
2624,"After Life (1998)",Drama,4.047,128,0,https://m.media-amazon.com/images/M/MV5BMjM4MDExMjU3N15BMl5BanBnXkFtZTgwNzM2OTg0NzM@._V1_SX300.jpg,
2625,"Black Mask (Hak hap) (1996)",Action,2.969,64,0,https://m.media-amazon.com/images/M/MV5BNzU4MjFhYzEtNjBmNi00NGJlLTgwMGEtNzcwYTgwOWU5NGQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2625
2626,"Edge of Seventeen (1998)",Comedy|Drama|Romance,3.438,32,0,https://m.media-amazon.com/images/M/MV5BODE2NjE4NjYyMV5BMl5BanBnXkFtZTgwNzk3MjQ0OTE@._V1_SX300.jpg,2626
